"TYPE","PARENT","STATE","COMPLETED","FOCUS","NAME","TAGS","TIME","ENERGY","WAITINGFOR","STARTDATE","DUEDATE","NOTES",
"Task","Standalone","Logbook","2024-9-12","","review","","","","","","","",
"Task","Standalone","Logbook","2024-9-12","","review MP EDs","","","","","","","https://www.notion.so/canarytechnologies/Impersonation-Improvements-817cee27dc6c400d8b84ec08dc4ec63a",
"Task","Standalone","Logbook","2024-9-12","","prep sj 1-1","","","","","","","",
"Task","Standalone","Logbook","2024-9-12","","Deployments","","","","","","","",
"Project","Standalone","Logbook","2024-10-24","","Reviews 2024","","","","","","","",
"Task","Standalone","Logbook","2024-9-13","","ryan onboarding tasks","","","","","","","https://www.notion.so/canarytechnologies/Ryan-Rogers-2f69f7a4b0fd40b9a9404f330e12cb9b?d=d1d1870b403e474dadec8a2bf71008d4#42e415d444ab4ac092d7c104c17ceaac",
"Task","Standalone","Logbook","2024-9-17","","ryan onboarding projects","","","","","","","",
"Task","Standalone","Logbook","2024-9-13","","Fix authentication section in url api doc","","","","","","","",
"Task","Standalone","Logbook","2024-9-18","","fix flaky tests and revert revert","","","","","","","https://github.com/canary-technologies-corp/canarytech_dev/pull/17209",
"Task","Standalone","Logbook","2024-9-16","","add Ryan to recurring events after email created, plus 1-1s","","","","","","","",
"Task","Wyndham","Logbook","2024-9-17","","Check for ?Wyndham GDPRs","","","","","","","",
"Task","Standalone","Logbook","2024-9-18","","design gdpr project ryan","","","","","","","",
"Task","Standalone","Logbook","2024-9-17","","make sure there's time to discuss iwth MP this week","","","","","","","Should I apologize for hte surprise? It shouldn't come so close to Review, but I've been away",
"Task","Standalone","Logbook","2024-10-2","","check on certificate update tickets","","","","","","","https://linear.app/canary-technologies/issue/INT-2196/reservationsnorthwindshotelcom-certificate-will-expire-on-october-10thhttps://linear.app/canary-technologies/issue/INT-2195/reservationslamphousehotelcom-certificate-will-expire-on-october-10thhttps://linear.app/canary-technologies/issue/INT-2193/reservationsbasecampresortscom-certificate-will-expire-on-october-10th",
"Task","Administrivia","Logbook","2025-6-26","","request move eng leads to a later time after DST","","","","","","","",
"Task","Standalone","Logbook","2024-9-17","","Portfolio analytics investigation","","","","","","","",
"Task","Standalone","Logbook","2024-9-17","","add onboarding app docs to ryan doc","","","","","","","",
"Task","Standalone","Logbook","2024-9-17","","ADd CS docs for GJ and messaging and tipping","","","","","","","",
"Task","Standalone","Logbook","2024-9-17","","review impersonation eng designs","","","","","","","",
"Task","Standalone","Logbook","2024-9-17","","Access Omni","","","","","","","",
"Task","Standalone","Logbook","2024-9-26","","Spec a better flow for Ozzy's Zendesk thing","","","","","","","",
"Task","Standalone","Logbook","2024-9-17","","Lay out the work for GDPR improvements","","","","","","","",
"Task","Standalone","Logbook","2024-9-17","","Get the design doc ready for Ryan imprvments","","","","","","","",
"Task","Standalone","Logbook","2024-9-17","","figure out how to block time on cal","","","","","","","",
"Task","Standalone","Logbook","2024-9-17","","comms reviews","","","","","","","",
"Task","People","Logbook","2024-9-18","","Review feedback for Montse and refine it","","15","High","","","","",
"Task","Standalone","Logbook","2024-9-18","","SR needs more work: spec up portfolio-wide","","","","","","","",
"Task","Standalone","Logbook","2024-9-18","","Conclusion on what to do in portfolio analytics resolution","","","","","","","",
"Task","Standalone","Logbook","2024-9-18","","Repro this SSo issue and validate Ozzy's statement","","","","","","","https://linear.app/canary-technologies/issue/COR-2040/sso-removing-provisioned-hotels-via-idp-is-broken",
"Task","Standalone","Logbook","2024-9-18","","PR that breaks stuff","","","","","","","hote staff add userhotel staff add roleportfolio add rolepermissionsportfolio add user",
"Task","Reviews 2024","Logbook","2024-9-18","","montse write up","","","","","","","",
"Task","Standalone","Logbook","2024-9-18","","comms","","","","","","","",
"Task","Standalone","Logbook","2024-9-18","","Add logging and randomize sf order","","","","","","","",
"Task","Standalone","Logbook","2024-9-18","","deploys of own stuff","","","","","","","",
"Task","Standalone","Logbook","2024-9-19","","feed back to chetna on permissions","","","","","","","https://linear.app/canary-technologies/issue/COR-2043/setup-permissions-for-tablet-registration",
"Task","Standalone","Logbook","2024-9-18","","accept and deploy ryan","","","","","","","",
"Task","Standalone","Logbook","2024-9-18","","write montse feedback on 1-1 doc","","","","","","","",
"Task","Standalone","Logbook","2024-11-6","","SR review: https://github.com/canary-technologies-corp/canarytech_dev/pull/14270","","","","","","","https://github.com/canary-technologies-corp/canarytech_dev/pull/14270",
"Task","Standalone","Logbook","2024-9-18","","re-review impersonation design","","","","","","","",
"Task","Standalone","Logbook","2024-9-18","","Prioritize this review - tricky parts: determining what's a default reg card and what to do with it","","","","","","","https://github.com/canary-technologies-corp/canarytech_dev/pull/17287",
"Task","Standalone","Logbook","2024-9-18","","Ozzy write up","","","","","","","",
"Task","Reviews 2024","Logbook","2024-9-24","","kevin write up","","","","","","","",
"Task","Reviews 2024","Logbook","2024-9-25","","sam write up","","","","","","","",
"Task","Standalone","Logbook","2024-9-19","","review","","","","","","","https://canarytechnologies.slack.com/archives/C07BX379GQK/p1726702071668089",
"Task","Standalone","Logbook","2024-9-19","","comms","","","","","","","",
"Task","Standalone","Logbook","2024-9-19","","review","","","","","","","",
"Task","Salesforce ops","Logbook","2024-10-24","","Push forward changes to improve performance","","","","","","","",
"Task","Salesforce ops","Logbook","2024-9-19","","review dd logs","","","","","","","",
"Task","People","Logbook","2024-9-25","","handover review feedbacok to jordan wiht notes","","","","","","","",
"Task","Reviews 2024","Logbook","2024-9-23","","polish and submit","","","","","","","",
"Task","Reviews 2024","Logbook","2024-9-23","","joshua write up","","","","","","","",
"Task","Reviews 2024","Logbook","2024-9-23","","self review","","","","","","","",
"Task","Standalone","Logbook","2024-9-24","","Deploy ""wyndham 'admin' / 'staff'""","","","","","","","",
"Task","Standalone","Logbook","2024-9-20","","deploy ""tipping MSA""","","","","","","","",
"Task","Standalone","Logbook","2024-9-19","","Review EU onboarding script work","","","","","","","",
"Task","Standalone","Logbook","2024-9-20","","check BW product roadmap doc for things which affect me","","","","","","","",
"Task","Standalone","Logbook","2024-9-20","","cancel rippling leave monday","","","","","","","",
"Task","Standalone","Logbook","2024-9-19","","review MP users link","","","","","","","",
"Task","Standalone","Logbook","2024-9-19","","post in BW - pull in kevn li and sean to clarify messagin gmonthly goal","","","","","","","",
"Task","Standalone","Logbook","2024-9-20","","full review ryan with test","","","","","","","https://github.com/canary-technologies-corp/canarytech_dev/pull/17398/files",
"Task","Standalone","Logbook","2024-9-20","","ryan catch up","","","","","","","",
"Task","Standalone","Logbook","2024-9-20","","TRIAGE and assign out project work","","","","","","","",
"Task","Standalone","Logbook","2024-9-20","","Do some Onboarding script tidy up","","","","","","","",
"Task","Standalone","Logbook","2024-9-24","","Write up reviews","","","","","","","",
"Task","Standalone","Logbook","2024-9-24","","ask taylor to add me to BW meetings","","","","","","","",
"Task","Standalone","Logbook","2024-9-23","","sfdc fields api takes brand id","","","","","","","",
"Task","Standalone","Logbook","2024-9-24","","update plan versions","","","","","","","",
"Task","Standalone","Logbook","2024-9-24","","fix this path: onboarding/views/common.py","","","","","","","",
"Task","Standalone","Logbook","2024-9-24","","cheeck from chet respond kunal","","","","","","","https://linear.app/canary-technologies/issue/COR-2043/setup-permissions-for-tablet-registration",
"Task","Wyndham","Logbook","2024-10-2","","turn on property phone updates","","","","","","","",
"Task","Standalone","Logbook","2024-9-24","","reviews","","","","","","","",
"Task","Standalone","Logbook","2024-9-25","","brainstorming - controversial topic","","","","","","","",
"Task","Standalone","Logbook","2024-10-1","","prep ice breaker","","","","","","","",
"Task","Standalone","Logbook","2024-9-26","","Go through items of config sheet and figure out who my config provider is","","","","","","","https://docs.google.com/spreadsheets/d/1GmN-fuJMqfI2TKOMMRYThGRaAdDEyKFcqmMyt0d4pSE/edit?gid=1115838130#gid=1115838130",
"Task","Standalone","Logbook","2024-9-24","","distribute the remaining BW work","","","","","","","",
"Task","Standalone","Logbook","2024-9-24","","create a support engineer scripts page in notion","","","","","","","candidates for committing to repo",
"Task","Standalone","Logbook","2024-9-25","","review stephen portfolio wide","","","","","","","https://github.com/canary-technologies-corp/canarytech_dev/pull/17454/files#diff-8a0905fb9dbe60a788698d3c37eebe4b309eb2ded40718b3c085adc6ebca4baf",
"Task","Standalone","Logbook","2024-10-3","","next steps on gateway sync","","","","","","","https://linear.app/canary-technologies/issue/COR-2038/sync-wyndham-portfolio-with-gateway-wyndham-account-group",
"Task","Standalone","Logbook","2024-9-26","","prep sj 1-1","","","","","","","",
"Task","Standalone","Logbook","2024-9-26","","BW CPM EDs","","","","","","","",
"Task","Reviews 2024","Logbook","2024-10-9","","Schedule 1-1s","","","","","","","",
"Task","Standalone","Logbook","2024-9-26","","run onboarding update job","","","","","","","",
"Task","Standalone","Logbook","2024-9-26","","unblock ryan","","","","","","","",
"Task","People","Logbook","2024-10-16","","Return to Ozzy's Zendesk thing after comments","","","","","","","",
"Task","Standalone","Logbook","2024-10-1","","team gap notes to SJ","","","","","","","",
"Task","Standalone","Logbook","2024-10-1","","Run gateway locally","","","","","","","",
"Task","Standalone","Logbook","2024-9-30","","REview mini EDs","","","","","","","",
"Task","Standalone","Logbook","2024-10-3","","GEt some basic specs together for a geo-coding hotels follow-on project  for Ryan","","","","","","","",
"Task","Wyndham","Logbook","2024-10-2","","Check for ?Wyndham GDPRs","","","","","","","",
"Task","Standalone","Logbook","2024-9-30","","compendium images","","","","","","","",
"Task","Standalone","Logbook","2024-10-3","","devbox","","","","","","","",
"Task","Standalone","Logbook","2024-10-1","","combine and merge MP's PRs","","","","","","","",
"Task","Standalone","Logbook","2024-10-1","","Arrange direct sync with Ani to pin down process","","","","","","","",
"Task","Administrivia","Logbook","2025-6-26","","Follow up on referral if not paid","","","","","","","",
"Task","Standalone","Logbook","2024-10-1","","RR review","","","","","","","",
"Task","Standalone","Logbook","2024-10-1","","communicate the need for approved default images","","","","","","","",
"Task","Standalone","Logbook","2024-10-2","","Write script to update Wyndham hotels permissions for check-in 2.0","","","","","","","",
"Task","Standalone","Logbook","2024-10-2","","Migration for batches then deploy this: https://github.com/canary-technologies-corp/canarytech_dev/pull/17671","","","","","","","https://github.com/canary-technologies-corp/canarytech_dev/pull/17671",
"Task","Populate compendium","Logbook","2024-10-2","","check whether BW has images where they don't have attributes","","","","","","","e.g. pool image indicates pool, even if not in searchable amenitities?",
"Task","Wyndham","Logbook","2024-10-2","","Tasks to get process ready for Basic EU onboarding before october 15th","","","","","","","",
"Task","MFA refresh","Logbook","2024-10-24","","Understand the MFA refresh situation more deeply and create tasks accordingly","","","","","","","",
"Task","Standalone","Logbook","2024-10-2","","password lenght","","","","","","","",
"Task","Standalone","Logbook","2024-10-2","","Full nirvana","","","","","","","",
"Task","Standalone","Logbook","2024-10-2","","Roles descriptions for Ani","","","","","","","https://linear.app/canary-technologies/issue/COR-2116/wyndham-list-of-roles-and-history",
